"Authors","Author full names","Author(s) ID","Title","Year","Source title","Cited by","DOI","Link","Affiliations","Authors with affiliations","Abstract","Author Keywords","Index Keywords","Funding Details","Funding Texts","Publisher","Document Type","Source"
"Straumit I.; Lomov S.V.; Wevers M.","Straumit, Ilya (56319909100); Lomov, Stepan V. (7005067917); Wevers, Martine (7005254967)","56319909100; 7005067917; 7005254967","Quantification of the internal structure and automatic generation of voxel models of textile composites from X-ray computed tomography data","2015","Composites Part A: Applied Science and Manufacturing","258","10.1016/j.compositesa.2014.11.016","https://www.scopus.com/pages/publications/84912569661?origin=resultslist","Department of Materials Engineering (MTM), KU Leuven, Belgium","Straumit I., Department of Materials Engineering (MTM), KU Leuven, Belgium; Lomov S.V., Department of Materials Engineering (MTM), KU Leuven, Belgium; Wevers M., Department of Materials Engineering (MTM), KU Leuven, Belgium","X-ray computed tomography provides an opportunity for a detailed examination of the inner structure of fibre reinforced composites. Three-dimensional images, obtained with micro-CT, can be used for a realistic modelling of composite materials. All modelling objectives imply the knowledge of the orientations of the fibres inside the composite, which determine the local (anisotropic) properties. This paper investigates application of the structure tensor, a concept from the image processing field, to the determination of the orientations of fibres and to segment the image into the material's components, for the purpose of an automatic generation of a voxel-based description of the representative volume element. The segmentation of the images of CFRP materials into its components is performed by thresholding, or by clustering in a two-dimensional parameter space of the degree of anisotropy and average grey value or one of the components of the orientation vector. Clustering allows not only separating the matrix from the yarns, but also distinguishing the yarns of different primary orientations. © 2014 Elsevier Ltd. All rights reserved.","A. Fabrics/textiles; B. Directional orientation; D. Non-destructive testing","Anisotropy; Fiber reinforced plastics; Image segmentation; Nondestructive examination; Tomography; Vector spaces; Yarn; Automatic Generation; Degree of anisotropy; Directional orientation; Fabrics/textiles; Non destructive testing; Representative volume element (RVE); Three dimensional images; X-ray computed tomography; Computerized tomography","Seventh Framework Programme, FP7, (ACP2-GA-2012-314562-QUICOM); Seventh Framework Programme, FP7; European Commission, EC, (314562); European Commission, EC","This project has received funding from the European Union\u2019s Seventh Framework Programme for Research, Technological Development and Demonstration under Grant Agreement No. ACP2-GA-2012-314562-QUICOM. The X-ray computed tomography images have been made on the X-ray computed tomography facilities at the KU Leuven, financed by the Hercules Foundation (Project AKUL 09/001: Micro- and nano-CT for the hierarchical analysis of materials). The authors would like to thank A.E. Bogdanovich (NCSU, USA) for the provision of the material and for useful discussions of the material\u2019s internal structure; Elke Van de Casteele and Gregory Pyka for the consultations on micro-CT acquisition.","Elsevier Ltd","Article","Scopus"
"Perfect P.; Jump M.; White M.D.","Perfect, Philip (15832857200); Jump, Michael (10641124000); White, Mark D. (56315199000)","15832857200; 10641124000; 56315199000","Methods to assess the handling qualities requirements for personal aerial vehicles","2015","Journal of Guidance, Control, and Dynamics","32","10.2514/1.G000862","https://www.scopus.com/pages/publications/84946116794?origin=resultslist","University of Liverpool, Liverpool, L69 3B6, United Kingdom; Centre for Engineering Dynamics, School of Engineering, United Kingdom; Blue Bear Systems Research, Bedford, MK44 1FD, United Kingdom","Perfect P., University of Liverpool, Liverpool, L69 3B6, United Kingdom, Centre for Engineering Dynamics, School of Engineering, United Kingdom, Blue Bear Systems Research, Bedford, MK44 1FD, United Kingdom; Jump M., University of Liverpool, Liverpool, L69 3B6, United Kingdom, Centre for Engineering Dynamics, School of Engineering, United Kingdom; White M.D., University of Liverpool, Liverpool, L69 3B6, United Kingdom, Centre for Engineering Dynamics, School of Engineering, United Kingdom","This paper describes the development of a methodology to assess the handling qualities requirements for vertical takeoff and landing-capable personal aerial vehicles. It is anticipated that such a personal aerial vehicle would be flown by a ""flight-naïve"" pilot who has received much less training than is typically received even by today's general aviation private pilots. The methodology used to determine handling requirements for a personal aerial vehicle cannot therefore be based entirely on existing best practice; the use of highly experienced test pilots in a conventional handling assessment limits the degree to which results apply to the flight-naïve pilot. Using rotary-wing handling qualities methods as a start point, this paper describes both existing and newly developed alternative methods to subjectively and objectively analyze the performance and workload of flight-naïve pilots in typical personal aerial vehicle tasks. A highly reconfigurable generic flight dynamics simulation model that has been used to validate the methodology is also described. Results that highlight the efficacy of the various methods used are presented, and their suitability for use with flight-naïve pilots demonstrated. Copyright © 2015 by the American Institute of Aeronautics and Astronautics, Inc. All rights reserved.","","Flight dynamics; Flight simulators; Vehicles; Aerial vehicle; Best practices; Dynamics simulation; General aviation; Handling quality; Reconfigurable; Test pilots; Vertical take-off and landings; Antennas","; Seventh Framework Programme, FP7; Seventh Framework Programme, FP7, (266470); Seventh Framework Programme, FP7","Funding text 1: For ground transport, the problems are different. The volume of road traffic in and around the world\u2019s cities continues to increase [2,3]. This results in serious congestion at peak times, which, in turn, seriously impacts the output of global economies. For example, across Europe, delays due to road congestion have been estimated to cost approximately \u20AC100 billion per year in [4]. A radical solution to this problem, proposed in [1], would be to move commuting traffic from the ground into the air using a personal aerial transportation system (PATS). The results from [1] were therefore used to inform the direction of some of the recent EC 7th Framework Programme (FP7) funding calls. One of the subsequent projects, funded by FP7, was myCopter \u2013 Enabling Technologies for Personal Aerial Transportation Systems [5]. The aim of the four-year myCopter project was to develop some of the enabling technologies to allow a PATS to be realized.; Funding text 2: The work reported in this paper is funded by the European Commission 7th Framework Programme research funding mechanism under grant agreement number 266470. The authors would like to thank all those who have participated in the simulation trials reported in this paper for their contribution to the research.","American Institute of Aeronautics and Astronautics Inc.","Article","Scopus"
"Rennert K.; Errickson F.; Prest B.C.; Rennels L.; Newell R.G.; Pizer W.; Kingdon C.; Wingenroth J.; Cooke R.; Parthum B.; Smith D.; Cromar K.; Diaz D.; Moore F.C.; Müller U.K.; Plevin R.J.; Raftery A.E.; Ševčíková H.; Sheets H.; Stock J.H.; Tan T.; Watson M.; Wong T.E.; Anthoff D.","Rennert, Kevin (26645047100); Errickson, Frank (57208631409); Prest, Brian C. (57195193834); Rennels, Lisa (57192941748); Newell, Richard G. (7101827029); Pizer, William (6602192536); Kingdon, Cora (57805123000); Wingenroth, Jordan (57222569297); Cooke, Roger (7402645443); Parthum, Bryan (57195420541); Smith, David (58263842000); Cromar, Kevin (6504105444); Diaz, Delavane (56519315300); Moore, Frances C. (55066845400); Müller, Ulrich K. (55697368300); Plevin, Richard J. (12040501900); Raftery, Adrian E. (7006212242); Ševčíková, Hana (36932246500); Sheets, Hannah (57552840300); Stock, James H. (7202122235); Tan, Tammy (57920435000); Watson, Mark (7403102169); Wong, Tony E. (57194003391); Anthoff, David (13002913500)","26645047100; 57208631409; 57195193834; 57192941748; 7101827029; 6602192536; 57805123000; 57222569297; 7402645443; 57195420541; 58263842000; 6504105444; 56519315300; 55066845400; 55697368300; 12040501900; 7006212242; 36932246500; 57552840300; 7202122235; 57920435000; 7403102169; 57194003391; 13002913500","Comprehensive evidence implies a higher social cost of CO2","2022","Nature","769","10.1038/s41586-022-05224-9","https://www.scopus.com/pages/publications/85139517351?origin=resultslist","Resources for the Future, Washington, DC, United States; School of Public and International Affairs, Princeton University, Princeton, NJ, United States; Energy and Resources Group, University of California, Berkeley, CA, United States; Environmental Protection Agency, Washington, DC, United States; Marron Institute of Urban Management, New York University, Brooklyn, NY, United States; NYU Grossman School of Medicine, New York, NY, United States; EPRI, Palo Alto, CA, United States; Department of Environmental Science and Policy, University of California, Davis, CA, United States; Department of Economics, Princeton University, Princeton, NJ, United States; Independent researcher, Portland, OR, United States; Departments of Statistics and Sociology, University of Washington, Seattle, WA, United States; Center for Statistics and the Social Sciences, University of Washington, Seattle, WA, United States; School of Mathematical Sciences, Rochester Institute of Technology, Rochester, NY, United States; Department of Economics, Harvard University, Cambridge, MA, United States","Rennert K., Resources for the Future, Washington, DC, United States; Errickson F., School of Public and International Affairs, Princeton University, Princeton, NJ, United States; Prest B.C., Resources for the Future, Washington, DC, United States; Rennels L., Energy and Resources Group, University of California, Berkeley, CA, United States; Newell R.G., Resources for the Future, Washington, DC, United States; Pizer W., Resources for the Future, Washington, DC, United States; Kingdon C., Energy and Resources Group, University of California, Berkeley, CA, United States; Wingenroth J., Resources for the Future, Washington, DC, United States; Cooke R., Resources for the Future, Washington, DC, United States; Parthum B., Environmental Protection Agency, Washington, DC, United States; Smith D., Environmental Protection Agency, Washington, DC, United States; Cromar K., Marron Institute of Urban Management, New York University, Brooklyn, NY, United States, NYU Grossman School of Medicine, New York, NY, United States; Diaz D., EPRI, Palo Alto, CA, United States; Moore F.C., Department of Environmental Science and Policy, University of California, Davis, CA, United States; Müller U.K., Department of Economics, Princeton University, Princeton, NJ, United States; Plevin R.J., Independent researcher, Portland, OR, United States; Raftery A.E., Departments of Statistics and Sociology, University of Washington, Seattle, WA, United States; Ševčíková H., Center for Statistics and the Social Sciences, University of Washington, Seattle, WA, United States; Sheets H., School of Mathematical Sciences, Rochester Institute of Technology, Rochester, NY, United States; Stock J.H., Department of Economics, Harvard University, Cambridge, MA, United States; Tan T., Environmental Protection Agency, Washington, DC, United States; Watson M., Department of Economics, Princeton University, Princeton, NJ, United States; Wong T.E., School of Mathematical Sciences, Rochester Institute of Technology, Rochester, NY, United States; Anthoff D., Energy and Resources Group, University of California, Berkeley, CA, United States","The social cost of carbon dioxide (SC-CO2) measures the monetized value of the damages to society caused by an incremental metric tonne of CO2 emissions and is a key metric informing climate policy. Used by governments and other decision-makers in benefit–cost analysis for over a decade, SC-CO2 estimates draw on climate science, economics, demography and other disciplines. However, a 2017 report by the US National Academies of Sciences, Engineering, and Medicine1 (NASEM) highlighted that current SC-CO2 estimates no longer reflect the latest research. The report provided a series of recommendations for improving the scientific basis, transparency and uncertainty characterization of SC-CO2 estimates. Here we show that improved probabilistic socioeconomic projections, climate models, damage functions, and discounting methods that collectively reflect theoretically consistent valuation of risk, substantially increase estimates of the SC-CO2. Our preferred mean SC-CO2 estimate is $185 per tonne of CO2 ($44–$413 per tCO2: 5%–95% range, 2020 US dollars) at a near-term risk-free discount rate of 2%, a value 3.6 times higher than the US government’s current value of $51 per tCO2. Our estimates incorporate updated scientific understanding throughout all components of SC-CO2 estimation in the new open-source Greenhouse Gas Impact Value Estimator (GIVE) model, in a manner fully responsive to the near-term NASEM recommendations. Our higher SC-CO2 values, compared with estimates currently used in policy evaluation, substantially increase the estimated benefits of greenhouse gas mitigation and thereby increase the expected net benefits of more stringent climate policies. © 2022, The Author(s).","","Carbon Dioxide; Climate; Greenhouse Gases; United States; carbon dioxide; carbon dioxide; carbon dioxide; discount rate; agriculture; Article; carbon dioxide emission; climate; economic development; energy expenditure; environmental economics; environmental policy; environmental temperature; government regulation; greenhouse gas emission; gross national product; human; mortality; risk assessment; sea level rise; social aspect; socioeconomics; greenhouse gas","National Institutes of Health, NIH; National Institute of Child Health and Human Development, NICHD, (R01HD070936); National Institute of Child Health and Human Development, NICHD; U.S. Environmental Protection Agency, EPA; Alfred P. Sloan Foundation, APSF; William and Flora Hewlett Foundation, HF; International Community Foundation, ICF","Funding text 1: The views expressed in this paper are those of the authors and do not necessarily reflect the views or policies of the US Environmental Protection Agency. This work was supported by the Alfred P. Sloan Foundation, the Hewlett Foundation, and individual donations to RFF’s Social Cost of Carbon Initiative. The work of A.E.R. and H.Š. was supported by NIH grant R01 HD070936. ; Funding text 2: D.A., F.E., B.C.P., L.R., K.R. and J.W. received support from ICF with funding from the US Environmental Protection Agency during part of the time this paper was developed; that funding was not affected by this study’s results. D.D. is employed at EPRI, a non-profit public interest research institute supported by a combination of funding from industry, governments and foundations that could be affected by the results of this research, both positively and negatively. R.G.N. is a member of the NASEM Board on Environmental Change and Society, which oversaw the NASEM consensus study that guided this research, and which he also co-chaired. W.P. was also a member of that NASEM consensus study committee when he was on the faculty at Duke University. R.G.N. has also been a member of the National Petroleum Council since 2016, a federally chartered advisory committee to the US Secretary of Energy, who appoints its members. ","Nature Research","Article","Scopus"
"Nam S.; Ko B.; Koo B.; Kang S.; Shin J.","Nam, Suchul (35264440400); Ko, Baekkyeong (56400232900); Koo, Bongil (57219237416); Kang, Sungbiun (59851704100); Shin, Jeonghoon (55353363000)","35264440400; 56400232900; 57219237416; 59851704100; 55353363000","Development of Power System Situation Recognition Technology Using PMU Data","2020","Transactions of the Korean Institute of Electrical Engineers","3","10.5370/KIEE.2020.69.11.1640","https://www.scopus.com/pages/publications/85096037592?origin=resultslist","Kepco Research Institute, South Korea","Nam S., Kepco Research Institute, South Korea; Ko B., Kepco Research Institute, South Korea; Koo B., Kepco Research Institute, South Korea; Kang S., Kepco Research Institute, South Korea; Shin J., Kepco Research Institute, South Korea","The PMU can collect time synchronized and very accurate monitoiing data. Recently, this technology has received a lot of attention to improve the stability of the power system. The PMU provides fast and accurate monitoiing information to the operator, helping the operator to make the best choice. For this reason, many countries are adopting PMU teclinology. Korea has also attempted to introduce PMU teclinology. but the introduction has been delayed for various reasons. As the use of PMUs is delayed, concerns about operational difficulties due to renewable energy are increasing in the field. To solve these problems, KEPCO conducted research on expanding the introduction of PMU technology from 2017, and completed it in June 2020. Through the successful implementation of tliis research project and application to the field. KEPC'O has played an important role in changing the negative perception of PMU by domestic engineers. This paper introduces the efforts of KEPCO and plans to expand the use of PMUs in Korea in the future. © 2020 Korean Institute of Electrical Engineers. All rights reserved.","Phasor measurement unit; PMU; Synchro-phasor; Voltage stability index; Wams; Wide area measurement system","Electrical engineering; Mathematical models; Best choice; Renewable energies; Situation recognition; Phasor measurement units","","","Korean Institute of Electrical Engineers","Article","Scopus"
"Paiho S.; Saastamoinen H.","Paiho, Satu (24528991400); Saastamoinen, Heidi (57217524721)","24528991400; 57217524721","How to develop district heating in Finland?","2018","Energy Policy","47","10.1016/j.enpol.2018.08.025","https://www.scopus.com/pages/publications/85052204823?origin=resultslist","VTT Technical Research Centre of Finland Ltd, P.O Box 1000, Espoo, FI-02044 VTT, Finland","Paiho S., VTT Technical Research Centre of Finland Ltd, P.O Box 1000, Espoo, FI-02044 VTT, Finland; Saastamoinen H., VTT Technical Research Centre of Finland Ltd, P.O Box 1000, Espoo, FI-02044 VTT, Finland","District heating is widely used in Finland. About half of the population live is district-heated buildings. Additionally, many industrial and public buildings are heated with district heat. In Finland, district heating is implemented efficiently. Average network and measuring losses are 10%. Through energy transition, urbanization and digitalization the Finnish district heating sector is facing new challenges. This paper deals with how Finnish district heating should be developed during the next five years. Altogether 29 organizations, mainly companies, were interviewed and asked about the main challenges, the main opportunities, the foreseen vision and the required actions. Increased competition forces the energy companies to reconsider their business. The major development efforts should be focused on new production alternatives (including hybrid systems), services and data utilization. The development should also be performed in closer connection with the end users and clients. The new systems and solutions should be piloted in order to ensure their operation and to demonstrate their benefits. The municipalities should take a forerunner role in the piloting actions. © 2018 Elsevier Ltd","District heating; Finland; Future; Stakeholder view","Finland; Competition; Hybrid systems; Energy companies; Energy transitions; Finland; Finnish; Future; Heated buildings; Heating sectors; Industrial buildings; Public buildings; Stakeholder view; building; community development; future prospect; heating; stakeholder; District heating","Teknologian Tutkimuskeskus VTT","This study was funded by VTT. The authors are grateful to Dr. Abdul Samad (Sami) Kazi for the methodological guidance during the study. VTT colleagues Jari Shemeikka, Teemu Vesanen, Ismo Heimonen, Matti Paljakka, Paula Ala-Kotila, Ari Laitinen and Pekka Tuominen also participated in making the interviews.  ","Elsevier Ltd","Article","Scopus"
"Jeon Y.J.; Chatellier L.; David L.","Jeon, Young Jin (36015467200); Chatellier, Ludovic (12762714300); David, Laurent (57199426559)","36015467200; 12762714300; 57199426559","Fluid trajectory evaluation based on an ensemble-averaged cross-correlation in time-resolved PIV","2014","Experiments in Fluids","30","10.1007/s00348-014-1766-9","https://www.scopus.com/pages/publications/84902300539?origin=resultslist","Institut P PRIME, UPR3346, CNRS - Université de Poitiers - ISAE-ENSMA, 86962 Futuroscope cedex, 11 Boulevard Marie et Pierre Curie, France","Jeon Y.J., Institut P PRIME, UPR3346, CNRS - Université de Poitiers - ISAE-ENSMA, 86962 Futuroscope cedex, 11 Boulevard Marie et Pierre Curie, France; Chatellier L., Institut P PRIME, UPR3346, CNRS - Université de Poitiers - ISAE-ENSMA, 86962 Futuroscope cedex, 11 Boulevard Marie et Pierre Curie, France; David L., Institut P PRIME, UPR3346, CNRS - Université de Poitiers - ISAE-ENSMA, 86962 Futuroscope cedex, 11 Boulevard Marie et Pierre Curie, France","A novel multi-frame particle image velocimetry (PIV) method, able to evaluate a fluid trajectory by means of an ensemble-averaged cross-correlation, is introduced. The method integrates the advantages of the state-of-art time-resolved PIV (TR-PIV) methods to further enhance both robustness and dynamic range. The fluid trajectory follows a polynomial model with a prescribed order. A set of polynomial coefficients, which maximizes the ensemble-averaged cross-correlation value across the frames, is regarded as the most appropriate solution. To achieve a convergence of the trajectory in terms of polynomial coefficients, an ensemble-averaged cross-correlation map is constructed by sampling cross-correlation values near the predictor trajectory with respect to an imposed change of each polynomial coefficient. A relation between the given change and corresponding cross-correlation maps, which could be calculated from the ordinary cross-correlation, is derived. A disagreement between computational domain and corresponding physical domain is compensated by introducing the Jacobian matrix based on the image deformation scheme in accordance with the trajectory. An increased cost of the convergence calculation, associated with the nonlinearity of the fluid trajectory, is moderated by means of a V-cycle iteration. To validate enhancements of the present method, quantitative comparisons with the state-of-arts TR-PIV methods, e.g., the adaptive temporal interval, the multi-frame pyramid correlation and the fluid trajectory correlation, were carried out by using synthetically generated particle image sequences. The performances of the tested methods are discussed in algorithmic terms. A high-rate TR-PIV experiment of a flow over an airfoil demonstrates the effectiveness of the present method. It is shown that the present method is capable of reducing random errors in both velocity and material acceleration while suppressing spurious temporal fluctuations due to measurement noise. © 2014 Springer-Verlag Berlin Heidelberg.","","Jacobian matrices; Polynomials; Trajectories; Computational domains; Cross-correlation value; Material acceleration; Particle image velocimetry methods; Polynomial coefficients; Polynomial modeling; Quantitative comparison; Temporal fluctuation; Iterative methods","European Commission program FP7; European Commission, EC; Seventh Framework Programme, FP7, (265695)","The current work has been conducted as part of the AFDAR project, Advanced Flow Diagnostics for Aeronautical research, funded by the European Commission program FP7, Grant No. 265695.","Springer Verlag","Article","Scopus"
"Dowling A.P.; Mahmoudi Y.","Dowling, Ann P. (7006290420); Mahmoudi, Yasser (60238015000)","7006290420; 60238015000","Combustion noise","2015","Proceedings of the Combustion Institute","384","10.1016/j.proci.2014.08.016","https://www.scopus.com/pages/publications/84947543735?origin=resultslist","Department of Engineering, University of Cambridge, Cambridge, CB2 1PZ, United Kingdom","Dowling A.P., Department of Engineering, University of Cambridge, Cambridge, CB2 1PZ, United Kingdom; Mahmoudi Y., Department of Engineering, University of Cambridge, Cambridge, CB2 1PZ, United Kingdom","Combustion noise is becoming increasingly important as a major noise source in aeroengines and ground based gas turbines. This is partially because advances in design have reduced the other noise sources, and partially because next generation combustion modes burn more unsteadily, resulting in increased external noise from the combustion. This review reports recent progress made in understanding combustion noise by theoretical, numerical and experimental investigations. We first discuss the fundamentals of the sound emission from a combustion region. Then the noise of open turbulent flames is summarized. We subsequently address the effects of confinement on combustion noise. In this case not only is the sound generated by the combustion influenced by its transmission through the boundaries of the combustion chamber, there is also the possibility of a significant additional source, the so-called 'indirect' combustion noise. This involves hot spots (entropy fluctuations) or vorticity perturbations produced by temporal variations in combustion, which generate pressure waves (sound) as they accelerate through any restriction at the exit of the combustor. We describe the general characteristics of direct and indirect noise. To gain further insight into the physical phenomena of direct and indirect sound, we investigate a simple configuration consisting of a cylindrical or annular combustor with a low Mach number flow in which a flame zone burns unsteadily. Using a low Mach number approximation, algebraic exact solutions are developed so that the parameters controlling the generation of acoustic, entropic and vortical waves can be investigated. The validity of the low Mach number approximation is then verified by solving the linearized Euler equations numerically for a wide range of inlet Mach numbers, stagnation temperature ratios, frequency and mode number of heat release fluctuations. The effects of these parameters on the magnitude of the waves produced by the unsteady combustion are investigated. In particular the magnitude of the indirect and direct noise generated in a model combustor with a choked outlet is analyzed for a wide range of frequencies, inlet Mach numbers and stagnation temperature ratios. Finally, we summarize some of the unsolved questions that need to be the focus of future research. © 2014 The Authors.","Acoustic perturbation; Choked nozzle; Combustion noise; Entropy perturbation; Vorticity perturbation","Aerodynamics; Combustion chambers; Combustors; Entropy; Gas turbines; Mach number; Vorticity; Acoustic perturbations; Entropy fluctuations; Experimental investigations; Heat release fluctuations; Linearized EUler equation; Low mach number approximations; Low-Mach-number flow; Unsteady combustion; Acoustic noise","European Commission, EC, (312444); European Commission, EC; Seventh Framework Programme, FP7, (ACP2-GA-2012–312444); Seventh Framework Programme, FP7","The authors acknowledge financial support through European Commission in the Seventh Framework Programme FP7 under Grant Agreement No. ACP2-GA-2012\u2013312444 in RECORD (Research on Core Noise Reduction) project. We would like to thank the SAFRAN Snecma company for providing us with Fig. 2 showing the contribution of noise sources on a turbojet engine.","Elsevier Ltd","Article","Scopus"
"He L.; Chen T.; Wells R.G.; Li Y.S.; Ning W.","He, L. (56501108600); Chen, T. (59112405700); Wells, R.G. (7402058934); Li, Y.S. (59788214300); Ning, W. (7006004090)","56501108600; 59112405700; 7402058934; 59788214300; 7006004090","Analysis of rotor-rotor and stator-stator interferences in multi-stage turbomachines","2002","Journal of Turbomachinery","126","10.1115/1.1508382","https://www.scopus.com/pages/publications/0036820585?origin=resultslist","School of Engineering, University of Durham, Durham DH1 3LE, United Kingdom; Compressor Group, Industrial Gas Turbines, ALSTOM Power, Lincoln LN5 7FD, United Kingdom","He L., School of Engineering, University of Durham, Durham DH1 3LE, United Kingdom; Chen T., School of Engineering, University of Durham, Durham DH1 3LE, United Kingdom; Wells R.G., Compressor Group, Industrial Gas Turbines, ALSTOM Power, Lincoln LN5 7FD, United Kingdom; Li Y.S., Compressor Group, Industrial Gas Turbines, ALSTOM Power, Lincoln LN5 7FD, United Kingdom; Ning W., Compressor Group, Industrial Gas Turbines, ALSTOM Power, Lincoln LN5 7FD, United Kingdom","A nonlinear harmonic methodology is adopted to analyze interactions between adjacent stages in multi-stage compressors. Of particular interest are the effects of circumferential ""aperiodic"" distributions and the relative circumferential positioning ('clocking') of blades. The main feature of the present approach is that both the aperiodic and clocking effects are very efficiently included with circumferential ""steady"" harmonic disturbances. Consequently, a single run of the nonlinear harmonic solver using a single-passage domain can produce the whole annulus unsteady and aperiodic time-averaged flow field. In addition, performance variation at any clocking position can be obtained simply by post-processing the result. A case study is presented for a two-and-half-stage transonic compressor, and the present results show much stronger rotor-rotor interaction than stator-stator interaction. A mechanism leading to strong rotor-rotor interference seems to be the interaction between upstream rotor wakes and the downstream rotor passage shock waves. A rotor-rotor clocking study illustrates a qualitatively different loss variation with respect to clocking position in a transonic flow compared to that in a subsonic flow.","","compressor; rotor; stator; turbomachinery; Compressors; Rotors; Shock waves; Stators; Subsonic flow; Transonic flow; Wakes; Interference (mechanical); Turbomachine blades","","","","Article","Scopus"
"Panteli M.; Mancarella P.","Panteli, Mathaios (39962141300); Mancarella, Pierluigi (22951359500)","39962141300; 22951359500","Modeling and evaluating the resilience of critical electrical power infrastructure to extreme weather events","2017","IEEE Systems Journal","582","10.1109/JSYST.2015.2389272","https://www.scopus.com/pages/publications/85030463688?origin=resultslist","Electrical Energy and Power Systems Group, School of Electrical and Electronic Engineering, University of Manchester, Manchester, M13 9PL, United Kingdom","Panteli M., Electrical Energy and Power Systems Group, School of Electrical and Electronic Engineering, University of Manchester, Manchester, M13 9PL, United Kingdom; Mancarella P., Electrical Energy and Power Systems Group, School of Electrical and Electronic Engineering, University of Manchester, Manchester, M13 9PL, United Kingdom","Electrical power systems have been traditionally designed to be reliable during normal conditions and abnormal but foreseeable contingencies. However, withstanding unexpected and less frequent severe situations still remains a significant challenge. As a critical infrastructure and in the face of climate change, power systems are more and more expected to be resilient to high-impact low-probability events determined by extreme weather phenomena. However, resilience is an emerging concept, and, as such, it has not yet been adequately explored in spite of its growing interest. On these bases, this paper provides a conceptual framework for gaining insights into the resilience of power systems, with focus on the impact of severe weather events. As quantifying the effect of weather requires a stochastic approach for capturing its random nature and impact on the different system components, a novel sequential Monte-Carlo-based time-series simulation model is introduced to assess power system resilience. The concept of fragility curves is used for applying weather- and time-dependent failure probabilities to system's components. The resilience of the critical power infrastructure is modeled and assessed within a context of system-of-systems that also include human response as a key dimension. This is illustrated using the IEEE 6-bus test system. © 2007-2012 IEEE.","Climate change; critical infrastructure (CI); power systems; reliability; resilience; resiliency; weather","Climate change; Electric power systems; Monte Carlo methods; Public works; Reliability; Standby power systems; Stochastic models; Stochastic systems; Weather information services; Weathering; Conceptual frameworks; Electrical power system; Extreme weather events; resilience; resiliency; Sequential Monte Carlo; Time dependent failure; Time-series simulation; Critical infrastructures","Resilient Electricity Networks for Great Britain; Engineering and Physical Sciences Research Council, EPSRC, (EP/I035757/1, EP/I035781/1); Engineering and Physical Sciences Research Council, EPSRC","Manuscript received June 28, 2014; revised September 25, 2014 and November 24, 2014; accepted December 24, 2014. Date of publication February 9, 2015; date of current version September 27, 2017. This work was supported by the Resilient Electricity Networks for Great Britain (RESNET) project, which is funded by the Engineering and Physical Sciences Research Council, U.K.","Institute of Electrical and Electronics Engineers Inc.","Article","Scopus"
"Luthander R.; Widén J.; Nilsson D.; Palm J.","Luthander, Rasmus (56487968200); Widén, Joakim (26424866400); Nilsson, Daniel (57198097282); Palm, Jenny (23036198800)","56487968200; 26424866400; 57198097282; 23036198800","Photovoltaic self-consumption in buildings: A review","2015","Applied Energy","1082","10.1016/j.apenergy.2014.12.028","https://www.scopus.com/pages/publications/84921375090?origin=resultslist","Built Environment Energy Systems Group (BEESG), Division of Solid State Physics, Department of Engineering Sciences, Uppsala University, P.O. Box 534, Uppsala, SE-751 21, Sweden; Linköping University, Department of Thematic Studies, Technology and Social Change, Linköping, SE-581 83, Sweden","Luthander R., Built Environment Energy Systems Group (BEESG), Division of Solid State Physics, Department of Engineering Sciences, Uppsala University, P.O. Box 534, Uppsala, SE-751 21, Sweden; Widén J., Built Environment Energy Systems Group (BEESG), Division of Solid State Physics, Department of Engineering Sciences, Uppsala University, P.O. Box 534, Uppsala, SE-751 21, Sweden; Nilsson D., Linköping University, Department of Thematic Studies, Technology and Social Change, Linköping, SE-581 83, Sweden; Palm J., Linköping University, Department of Thematic Studies, Technology and Social Change, Linköping, SE-581 83, Sweden","The interest in self-consumption of PV electricity from grid-connected residential systems is increasing among PV system owners and in the scientific community. Self-consumption can be defined as the share of the total PV production directly consumed by the PV system owner. With decreased subsidies for PV electricity in several countries, increased self-consumption could raise the profit of PV systems and lower the stress on the electricity distribution grid. This review paper summarizes existing research on PV self-consumption and options to improve it. Two options for increased self-consumption are included, namely energy storage and load management, also called demand side management (DSM). Most of the papers examine PV-battery systems, sometimes combined with DSM. The results show that it is possible to increase the relative self-consumption by 13-24% points with a battery storage capacity of 0.5-1. kW. h per installed kW PV power and between 2% and 15% points with DSM, both compared to the original rate of self-consumption. The total number of papers is however rather limited and further research and more comparative studies are needed to give a comprehensive view of the technologies and their potential. Behavioral responses to PV self-consumption and the impact on the distribution grid also need to be further studied. © 2014 Elsevier Ltd.","Demand side management; Energy storage; Household electricity; Load shifting; Photovoltaics; Self-consumption","Electric batteries; Electric utilities; Energy storage; Storage management; Behavioral response; Demand side managements; Electricity distribution; Load shifting; Photovoltaics; Residential systems; Scientific community; Self-consumption; building; demand-side management; electricity generation; household energy; literature review; photovoltaic system; technological change; Electric energy storage","Energimyndigheten","This work was carried out as part of the research project Small-scale solar electricity in buildings – Power for change in energy systems and everyday life, financed by the Swedish Energy Agency within the research programme Research and Innovation for Energy Efficient Building and Living.","Elsevier Ltd","Review","Scopus"
